,initial position of a,initial position of b,initial position of c,initial velocity of a,initial velocity of b,initial velocity of c,mass of a,mass of b,mass of c,final position of a,final position of b,final position of c,final velocity of a,final velocity of b,final velocity of c
84,3.9596104308382736,2.594044466653631,3.2983104770286156,0.7290903296834359,0.819617416660487,0.6565917417286473,11872743598.200817,18217622932.72666,26363948762.985657,10.470598802884338,10.538731756542292,10.38923358095926,-2.898821296645076,-0.7900970170925964,3.4027067403079774
85,1.9400982951679036,0.547056959651262,1.369407034678833,0.22078111209795614,0.0055972118730851506,-0.40277620409640047,47624728230.93555,25436839326.995964,22814590052.702568,1.05067712336534,2.098097964639024,2.1401103142149926,1.1175468850231927,-2.088146743820882,0.059647286578511406
86,2.403392687855683,4.938846097218108,3.128621253920156,0.3951601555209201,0.5359182057965777,-0.46306130606182094,33251411706.48297,37777669078.93144,34531826965.88009,4.275999214165431,3.633497729817586,7.790882993546155,0.11597834471401146,0.20371425233483517,0.1691983300780511
87,0.08002725171571412,3.5293895291935398,0.38610092038999955,-0.5764294645179628,0.431150139653085,-0.8209732429423933,35142510328.17793,21279784533.477684,20032345011.96644,-3.1004521321454757,-0.6283286390319179,-3.359780025628979,0.6700669145653935,-1.4120802640474825,-1.0496766741648438
88,4.7469942250508685,4.2378240303968715,0.0573074588296163,0.21642615448882707,-0.2517785198284288,-0.10146764128326557,26916331982.287376,30635258089.95744,34604996516.98433,-0.16011658442971638,-0.626331175359316,6.620064451756893,-0.1281632455800769,-0.3439551091044557,0.24816210903957334
89,4.208039813561491,3.2044796585832573,4.1308674336534015,0.3703411319553316,-0.43689665899988883,0.18349756320879473,48904033709.64171,29789148702.935318,44979297738.60472,5.22463636681829,4.2928553219724295,5.272779777211925,-0.5946673017618439,0.960464566857764,0.30725680142889183
90,4.407759430699418,4.0216754918806075,4.715922524819296,-0.055195627267356384,0.658298122193022,-0.23903153687280598,44385290991.34813,30511215505.34861,37970376950.15574,5.021308228245002,5.1569027784719745,5.340755327992313,3.1291503342041254,-2.335102427079775,-1.5560011558468423
91,1.5781838107214914,2.1113826046030155,0.9114630811956898,0.5856498858673012,0.9202685971995788,0.9007451764061718,28376999012.00328,42575728326.842804,25816229911.714745,10.625439294774798,10.720725562149674,7.390192144794029,2.9911236275874886,-0.3672794440461847,0.3800715371365497
92,3.610793208106009,2.9288496117888685,0.8185979498519275,0.34992527178821176,-0.5836654558200847,-0.5761519950138803,17561231877.986725,29011204950.106583,19998033207.087944,-2.855943521661981,-0.2642443707643878,-0.02632980807195871,0.46588158791221995,-2.134075712066892,1.5712058726754423
93,3.259213448390641,4.533625565369466,4.904683762082078,0.5013364015565824,-0.6282909252491193,-0.34191073461441124,20090834898.168922,36400941108.0094,41245520551.17664,-1.205932068364083,2.2731843383140315,2.5525904287015457,-1.5647150833934016,0.7365847194274353,-0.5400912540295583
94,1.0075501224444743,2.9082838281862515,4.232137120119139,-0.248760377490721,-0.07120420086099033,0.6265153186288541,23863332065.044678,39882482664.91945,44167447802.55997,6.524724499825347,3.365482378094489,5.1165651958319245,-0.06250872446153195,0.45313407873886813,0.05241609732126771
95,3.4687239872650997,1.552088050973159,1.3173434434196962,0.12343229805716938,-0.3501745717732154,-0.9142463523692981,47525588592.581184,44162908584.34776,48019753648.24904,-3.0330298044640887,-1.1575917702709955,-0.8971031092042573,-0.5158126131922102,-0.01684055917825468,-0.5881411571956383
96,4.579013622929907,3.86721335051273,4.762117907631352,-0.8274074931168582,-0.17873288051335234,-0.035791571213985574,42420238357.824036,49002201655.37339,19004538927.824257,-0.17766598213424878,-0.3346912695931685,2.7788422090218052,0.8832304583684952,-2.176661724609393,1.2974290116035192
97,0.5885129724365024,0.5608228003242466,3.0631847418930516,0.2940512130439761,-0.3245834833825407,-0.8313709397312623,44391320320.559875,34798392619.7132,24404281624.525402,-0.47821460846988273,-0.4473347315325956,-1.1521008683007545,0.9173153722279938,0.5427386459645375,-3.2018129715636046
98,4.4589476450135255,2.5121430183169267,2.1192468938216145,-0.7634957214611902,0.0005265060707133618,0.5157072299373531,41477591776.56459,25858803075.458412,38983431007.94433,1.429623046561267,1.8295652118238992,2.8322835658332877,1.1269407087667893,-2.2295101867890694,-0.01643348483467597
