,initial position of a,initial position of b,initial velocity of a,initial velocity of b,mass of a,mass of b,final position of a,final position of b,final velocity of a,final velocity of b,collision time
0,2.3979897141113393,0.7595350147503377,0.4244501020063962,0.9614935768398187,36379669016.06428,38431894310.88103,4.576713800014678,2.9161849005940654,0.24041309895873247,-1.0088743520566026,8293.0
1,2.621416436962625,0.5307798249477608,-0.04834825821417299,0.5746526853176559,14749543341.401567,29324658492.594624,4.43041716411283,2.372518123107854,-0.07408531281309678,0.5875977568649599,13365.0
2,4.442376942667144,2.187240839593811,-0.3509511354568582,0.6917232231792316,14156616599.732836,18120844776.535164,3.4515698922043567,1.8271385055527476,0.07694678920250461,-0.9476263853507312,12962.0
3,1.888116872820233,4.394532613554106,0.4810217568676083,-0.6851025227641658,33711438800.58601,38306173941.247406,0.45188998781675743,4.349622701016455,-0.14784730876828853,-0.13166481707519456,11371.0
4,0.34477937860280417,0.9837645018081626,-0.8125517181397692,-0.06859505716711523,27990240137.09079,19421669487.63866,2.677084546764077,3.2021323737643024,1.2294445682018849,-0.2662596353685211,4796.0
5,0.12987311202321827,4.35550907206319,0.8072467532009089,0.8556893002916726,35733938448.53114,18295866506.449394,2.072607432269413,2.6107845793639353,0.45530312403478973,-3.0528918880206737,26964.0
6,1.4281241761054382,3.102347037764991,-0.8660460083239119,-0.23314760859993777,35203333986.42807,40679620980.9409,0.06802683195402849,2.2243643857467177,0.2969032801937136,0.102117009473432,15847.0
7,0.6735616069924544,2.7169919924895876,0.9453800498936216,0.503535773099056,31332662158.28013,47527644622.37405,2.9953697705551714,3.4778919589597415,-2.4999017478035754,-1.826019858975271,11448.0
8,2.2007920704556545,0.26884439824412854,0.2617593717339677,-0.3243934024347588,10017239219.915161,49667241138.637535,2.0071518803271062,0.3577755532244882,-0.7368267359442506,0.3597643612730295,21937.0
9,3.5935019615089185,1.3108595738579591,-0.453055949737593,0.5965408333795752,39707149987.972595,12249753630.17477,2.7948560345253357,1.6120578997884136,-0.38635768834900414,1.6434033098914338,11601.0
10,0.32146328538411484,2.2684872128124955,-0.4499037063849063,-0.6879728605924267,23894154887.504517,34706733169.24063,3.401734970439229,3.9932867668701273,2.514678581086962,-0.1320375195649382,13415.0
11,0.12485788322408709,2.7414290011246485,-0.15644832193970148,-0.7858235365210504,12565356166.909924,47140171760.32341,2.1055274574661293,3.5175426856736465,1.5094317685325693,0.7537207040170443,16161.0
12,1.1233262034214704,4.5687408262131,-0.837414558948198,-0.7025762563176701,12987205405.217806,46944833624.090065,0.10850720893472533,1.9191228360031136,-1.3388359995311387,0.8054705518458896,34861.0
13,3.9120304163505732,0.9075848029775979,-0.4465952766933434,0.8374032809790226,43060839991.17088,39497229093.25846,4.006310689352009,0.7838938638128446,-0.8537337146637587,0.022273357283017922,13141.0
14,0.09867340595722862,1.6242053939380297,-0.17927435203734166,0.9271026581925712,31922131661.814568,17671625666.16466,0.9586254988690722,3.0870243104432604,0.2041375697187105,0.23450503994174196,31260.0
15,2.3698882231343976,0.14677516432764104,-0.16198518077872626,-0.47116824935015567,35635853729.880844,38296338388.37537,2.82407702395189,1.1415116506952534,0.9934625273754856,-0.1607855093768995,16183.0
16,4.458682463380374,0.773117643085594,0.05883138223227746,-0.6282440565800684,26658762264.731144,24022867484.45159,3.0602006241548136,2.937365824177832,2.637107012568284,-2.5346691594781894,49767.0
17,1.8375848150175367,3.6710291255167693,-0.6612560542014299,-0.46483077911528614,42538016462.14534,13321580889.45735,0.6701755524509538,2.855701215667057,0.17224508954949222,1.014680062453818,16465.0
18,1.3799915111291883,3.4775916783468634,-0.10453080747182164,0.9395788741831512,45883595109.104866,40403782033.49326,3.1652532376765525,3.5870156475048365,-2.704750321754813,2.0152535149567603,30477.0
19,2.607364236126062,1.0486920066422756,-0.7574367287223445,-0.07230536093709294,10389614851.38957,25681166848.133644,0.8808687345227787,0.20229369954558424,0.49569329976343274,1.1374085357879655,9444.0
20,0.755811135780925,2.2184727497353016,0.7698624141375672,-0.12243115952787176,33208003697.255905,11137023430.19034,3.4315640373902725,4.884576698813189,0.41366317315358786,-1.1401532236288139,7416.0
21,1.9409457145820879,2.779228011380974,-0.44470495518027864,0.5314836990652736,23243825061.160877,16542333468.45944,1.8539202430633492,2.4346545102355637,0.7685507281807215,-1.173275965722717,10149.0
22,0.4724627435763923,2.091978197961219,0.47699887310271594,-0.23968181128044286,22927549439.639526,10692190692.24285,2.023383525464294,2.6820170383577366,0.9279772639733296,-1.2067267930348948,9989.0
23,0.5349340271521663,4.903335751419934,0.5937930148150496,-0.4620819362131594,39180014542.10353,11002894997.081171,2.5233402216817997,2.616838754347487,0.8753770615439189,-4.426934722573089,25960.0
24,0.08432091580994783,2.1537475150022036,0.011522796083815567,-0.9193184570730415,19400395271.88584,26049469832.61934,3.286797379791884,4.4732422106442415,1.3345161621322683,0.6762378074658213,11227.0
25,0.8825717885112749,0.5989633045080439,-0.9457087438475087,-0.3751564985588156,19963176305.045998,49596312930.23755,1.2248287873163144,1.1000472507374923,2.5228412913900433,-0.6358559934892769,1240.0
26,4.6333960355095085,1.349495147481858,0.33847438854197387,0.045535681785266124,31985055086.240433,20938325410.49112,4.594970657215,2.5264136971708258,0.5259002039522639,-0.7225873990495423,40582.0
27,0.6957522659965826,0.7228161822162721,-0.9149084616160934,0.8317355736951688,44946576929.2865,26693989621.641434,1.6624512961651707,1.761499305362015,0.8193853102627877,0.4243371044831285,2604.0
28,0.665644729286563,0.05073810655009059,-0.44402939541952846,0.8400850340184107,16523508712.97886,22420573598.39087,2.0549354720249156,1.5908243480555457,-0.9085190213534575,1.1824044821594832,2383.0
29,3.597577240032446,3.158430052054081,-0.9442777426552129,0.7263906207795208,27347437175.48016,10795203751.49528,1.1242769727353557,1.09647764687075,-1.5084829923819214,2.1556890366468773,1555.0
30,0.4298045979706844,3.0857248453291826,-0.5000820253011904,0.5139823056687423,31787083166.65694,24480743609.666527,2.25225414225414,3.255536053473179,-0.7087614585495736,1.6038463162945902,47136.0
31,1.618724398784187,2.8479198749866734,0.3543817474706108,0.659015829279449,29360787643.93469,48563829284.551,3.281327602576155,4.491945764169085,-0.8836971723632934,-0.3291875619467728,7816.0
32,3.7061672683856313,4.653648151928528,-0.5760450367232612,-0.35937085710097616,36855961851.40291,18058641465.13409,1.3289962582217962,1.8307223712680345,0.35981228259073056,-2.269366231093314,6153.0
33,4.889974710017647,4.3927243159995015,-0.36757284211639374,0.4228011679452106,13449818404.874239,21789851809.204414,3.053867512989399,2.57239930905683,-0.49666667709551704,-0.4973959873368733,2280.0
34,1.7339489766595206,0.7472321857155445,0.8095250024088494,0.97317992895447,38109284665.4594,24575645700.91996,3.207252325341252,3.015638816164438,-3.187023535527772,0.7810207813345388,5167.0
35,3.2446300189033854,0.27368044416068604,0.5153823174897436,-0.5386677653697578,28351208620.12304,24939823065.18466,4.50320270535974,2.9535646777352254,1.1810822443565159,-0.42189081441187254,44153.0
36,3.2112000419490365,0.6294227303215599,0.7928619794594334,-0.9719285487949816,20108713174.402603,12595755926.17289,4.816633026232477,2.4343761113410896,0.747469427739727,-1.0699057370198872,40090.0
37,1.4935227137801521,1.3242836853557083,-0.716890661508093,-0.7315473456361823,24020662384.96443,14173771597.780043,2.2952175635654424,2.1234107081369236,0.6578930088520589,0.8053393479945884,1890.0
38,1.795183664762161,0.2844024277658186,-0.08900633240631017,0.8140713851786066,31311203862.16508,26045135459.464096,3.532094843335481,1.7315078699058584,0.2641527760971617,0.38950700311414066,7086.0
39,3.8710959974233434,3.4877588561959314,-0.8364542942964508,-0.21513579331119725,25912273376.00792,23656671957.242256,1.0955887622764253,0.8726551322041541,0.7883939025486559,-1.9949089899494665,1654.0
40,3.97280812507601,0.109022589239261,-0.4951894158158785,-0.9807909807936737,18887274722.323364,43969112746.19159,3.1357083783112754,1.3829258266704476,1.087017210203745,-1.1617507744781224,18927.0
41,4.518516911742189,3.370849697047487,0.06141401328594731,0.8633409865698818,45497030288.72182,30467006014.07499,4.500077597210278,3.7311014620375302,0.8706968385137407,-1.5022629281678495,4660.0
42,4.872137143516716,3.647921580584808,-0.13234996887299566,0.8119707010116688,32050439251.48693,41840341629.32167,1.2816247197782722,0.31861081995672513,-1.3336646871904856,-0.5360466699015326,4890.0
43,3.3362880714141903,1.1638925091273316,0.5341433439356225,-0.4037078141689454,25137125586.31649,47717122542.27397,3.1673481911353223,0.6412816180797929,0.2557968473465158,-0.25707636473329976,34757.0
44,3.013942394463033,3.550253788999363,-0.6735781120991948,0.5360254422437631,26072801028.940895,21095385726.238304,2.4127037679661814,2.811150451684747,0.9047755016519816,-1.4147376420955584,4642.0
45,0.469788501395178,2.1951282060646866,-0.02856378304140139,-0.01613913100074904,47847551755.33309,25910384461.943233,0.38785895748058274,2.0020046412046635,0.20253101106749077,-0.44289158377714755,11584.0
46,1.5639969628653465,3.484287617216358,-0.04103661179629081,-0.3820990773379467,47991689952.0678,43698717649.96004,0.5431564677416442,2.4696654785070273,-0.033769822918003276,-0.3900797572651376,10320.0
47,2.9341066357107257,2.415204245030061,0.8911884168212914,0.5120564315560852,40406776411.8266,32521049374.888165,1.9124182900144708,1.8648269819216716,-3.298134503501618,0.8624189067549783,2397.0
48,1.231776774639342,2.405136016567273,0.8043414024195958,-0.6952225805009551,14076466073.61753,16689613460.980598,0.039370893507609965,3.326746973175474,-0.024051669752848538,0.003466277890985173,4976.0
49,0.5231849973152924,3.333931732056695,-0.8071042259238821,0.8116790414814428,42780201926.931206,38747446099.10455,3.6285906354047524,4.283367594573155,0.39683598294692435,-2.8097967916547244,43148.0
50,4.041631994698413,1.263994111337512,-0.5560509480466496,-0.319142794857056,42143229042.80406,37213596625.00512,2.7321373569001666,1.0022726274258704,1.1173897551656586,-0.5262935475996992,19473.0
51,1.3840970047323293,4.550174907335286,0.09325139401336391,-0.9069757247098034,38829882095.53111,24113776351.343315,0.6319181211439298,3.820185234183903,0.7177311478949525,-0.018311074385723335,16959.0
52,0.6866510337020754,3.434734697131117,0.577829110041735,0.7675589117006252,14969713701.627527,27004755208.989006,2.61442363169296,3.5681729730403764,-1.5820793183970379,-0.8707074799047878,34336.0
53,4.475914821598616,3.4993212133985514,-0.7880099079867062,0.6383043825046952,42772410480.28914,38512282650.09873,3.9920443733628606,2.852445305237887,-0.44955882294316046,0.2624147249503641,3111.0
54,0.20448662716108845,4.974643530159716,-0.466262833854453,-0.11656730100156798,19505655620.918365,29045089064.9889,2.5188174429675083,3.8863767548619625,-1.0714234254376018,0.8653579382772679,45339.0
55,1.7081995038158027,4.918227381055707,-0.8255797822242104,-0.4489682539988331,32383146130.682884,47208670695.31811,1.2546254936841486,1.6897686811167012,-1.9425449879460779,2.5687265642523944,37489.0
56,1.4755394862585165,3.675529102931115,0.7270760350399752,0.9169553665846881,36276621096.98898,43502784099.29646,0.7138010601383994,1.9748121399601697,-1.8161037006123322,-0.4337993321992247,17779.0
57,3.695595567070189,3.4071805555123156,-0.17380209627236054,0.07613782606769592,27247641648.659008,47468258795.78217,3.528023355143086,3.3852739246399026,-1.9214012317805402,1.0792914322426213,1293.0
58,3.7083846664163405,1.6399543472546396,-0.9875765021142255,-0.42078664175452896,24672988723.350418,21739302063.39464,3.34468063942293,0.24953269823316707,0.8014836473520125,-0.1788408877383583,13342.0
59,1.7630770849452833,3.26411604842826,-0.3738658827526873,0.8061870100580575,44016060418.70922,15730242828.705822,1.3758966270052961,3.147754630324874,0.1387923253590738,-0.6283232456396857,26352.0
60,1.576172615949074,3.321512457778471,0.17867792447988418,-0.8227152083401876,27670592636.227783,37746190333.80397,0.5777423683426486,1.270463770060083,2.28462866736712,-0.30920983662186763,7876.0
61,1.422397721316313,2.4555757758165915,0.10589994820438009,-0.6194340077977107,31160111071.036163,26257180950.210693,0.313376032850434,1.3030812039548738,-0.6571516271218946,0.28610005868040517,4628.0
62,0.22575500032179285,1.002253500154695,-0.6218292500517932,0.4589116590701965,25205052273.12883,13835897183.326166,3.2971986737672143,3.8138104975207363,1.3051943574152203,0.0376711330074585,9766.0
63,3.042289385131421,4.688119982840096,-0.7417742018715334,0.5951890500976178,47028041304.970825,42796235011.884415,2.739951551293643,3.9207069307372464,0.9249396867522721,-1.2363339699998737,23575.0
