,initial position of a,initial position of b,initial velocity of a,initial velocity of b,mass of a,mass of b,final position of a,final position of b,final velocity of a,final velocity of b
7119,0.371005971829626,0.9000306153229709,0.7941244099560671,0.8846098425525131,24657694362.905613,42043498229.79465,4.637126829144154,4.713938463676017,-1.5290382073416944,-2.7903771003379076
7120,4.093728633047636,3.83060525693377,-0.2783181806956796,0.6865563597159587,44312054340.93727,49753303340.213,4.093728633047636,3.83060525693377,-0.2783181806956796,0.6865563597159587
7121,1.0447217849549868,3.3284813897377976,0.5009749542898767,0.12787001338934134,23663026399.972042,11369701251.469877,1.7312048140149823,3.6049430907357585,-0.6360768144342277,0.11973655695819524
7122,4.534476982486951,0.44649680014901716,0.2671117891439383,0.8320615328179237,48852137872.319084,26024152959.94983,4.534476982486951,0.44649680014901716,0.26711178914393585,0.8320615328179138
7123,2.0835132300036436,1.2744318014276717,0.40071387482106235,0.5360551476069406,44253487021.79639,47216301264.1438,2.0835132300036436,1.2744318014276717,0.40071387482106235,0.5360551476069406
7124,1.1041585359231414,4.164818732954228,0.7036922026136228,0.08448485246323534,30969478158.94607,16243284174.392677,0.8512306165611578,4.141311995738134,0.6164636731421506,-0.38393446712371065
7125,4.539386725407754,4.060030355026377,-0.4222779046199092,-0.24658969852714385,41504959426.42584,27640111606.432037,4.539386725407754,4.060030355026377,-0.42227790461990933,-0.24658969852714407
7126,3.382799858341938,2.0929792732106285,-0.9423522829218867,0.5379213938211818,33350572625.49309,40079228360.98357,3.382799858341938,2.0929792732106285,-0.9423522829218876,0.5379213938211825
7127,2.385040941453726,3.508069432350727,-0.5176648348433239,-0.48525951494006425,17553989463.867085,43765397835.66938,1.4801831056709955,2.3695132150883813,1.4934874105140379,-0.18582520674676914
7128,4.110811582478726,0.8189666237190857,-0.2838054964138945,0.8641642133572662,30013081443.70551,15772606287.802584,4.110811582478726,0.8189666237190857,-0.2838054964138945,0.8641642133572662
7129,1.1130563130669013,2.8730263262770794,0.6486147196487513,0.008153789768241326,22831290964.34851,33103636651.072865,2.4762624575648657,4.053035493031967,-0.7876783537344816,-0.2980937389293291
7130,0.8564696847748859,2.70925498663959,0.37435565260285286,-0.5283416626749373,25404641576.55327,20201297260.732494,0.5879914913165472,2.4712834760575797,0.36670389915852614,-0.5187190106652549
7131,4.67710724692154,3.598387401669316,0.9890564942601936,-0.3588439634431009,34136471390.35013,18036722306.333023,4.67710724692154,3.598387401669316,0.9890564942601937,-0.3588439634431009
7132,3.3203920277469083,0.6816198306647964,0.052381641286471936,-0.2665632185069673,28637919568.074604,17007464897.913181,3.3203920277469083,0.6816198306647964,0.052381641286471915,-0.2665632185069673
7133,1.7857675136592728,0.19086396259525518,0.44362180285121644,-0.8926189967631875,37548414398.55698,13788715951.679844,1.7857675136592728,0.19086396259525518,0.44362180285121666,-0.8926189967631881
7134,3.3090841837651475,1.4398695624530182,0.23500863794874705,-0.9252761513101118,24863647334.084053,14597044623.515196,3.3090841837651475,1.4398695624530182,0.23500863794874707,-0.9252761513101118
7135,0.4247412222538638,3.987328094661331,0.5689072956239407,-0.8816476921885499,22139997474.786545,31653092222.135513,1.2046901126995144,3.12052419153666,1.4970581787408692,-0.4073225220261575
7136,0.301873157602191,4.077044972958716,0.6200442633574905,0.35446711490064864,29351382157.72663,15266966149.5257,0.3545600321258996,4.055774876751468,0.626363397955085,-0.38101664480143127
7137,4.213689292509734,1.1967701484935604,0.8862297612851049,0.8482544572982846,49752760625.77074,36262800538.89948,4.213689292509734,1.1967701484935604,0.88622976127619,0.8482544572893689
7138,0.4544107731255592,4.35540835827635,0.7872048567915475,0.8954427635908082,20327693964.434982,31661964744.1133,1.098603875681531,2.810565603635933,-0.22631036821270406,-1.4373581464409173
7139,1.3370360676151343,2.7358059570030013,0.2247128164922323,0.21186638127323976,44392149846.61394,41645707385.48443,3.6596245224656916,4.773762201172556,0.9496137374454283,-0.5608401550580133
7140,0.3398629961016003,4.219872253523354,0.5732868477385278,-0.9233077176159394,33187793861.155327,35278984410.04966,1.094666194347731,2.441456373715359,1.5008924154637089,-1.1040180843843415
7141,4.946919788592179,0.8571262965959175,-0.8741179664304592,0.31040670229959577,38044206074.02934,40973906010.388245,4.946919788592179,0.8571262965959175,-0.8741179664304591,0.3104067022995956
7142,3.5895479848900838,3.364039450025924,0.00011060095700976547,-0.09059081111331091,17188493315.56984,48064355396.084694,3.5895479848900838,3.364039450025924,0.00011060095700976547,-0.09059081111331091
7143,4.379780385097302,0.022367046115555067,0.17480303874566272,0.9791465890928064,41631135951.79584,33861212263.34122,4.379780385097302,0.022367046115555067,0.174803038745743,0.9791465890932446
7144,4.797930009123355,3.7922380068427914,-0.6463109210449656,-0.8091225669625581,10756310019.458906,44654605651.441795,4.797930009123355,3.7922380068427914,-0.6463109210449355,-0.8091225669625202
7145,0.6835394475211176,1.9603364018763907,-0.8851371507335843,-0.557019496564279,40104363859.82817,41938692358.312775,2.9181675249665786,4.649725154285908,-0.22007788287730154,-0.09443404579576335
7146,4.790030567944015,1.5975662631115795,0.42552516588714284,0.12943742443838535,49896573528.29876,10296453365.236538,4.790030567944015,1.5975662631115795,0.425525165892779,0.12943742444014766
7147,1.9394202975172754,1.0844635125593434,-0.23801141584458274,-0.309644684162933,32308658511.38773,29942506370.14257,1.9394202975172754,1.0844635125593434,-0.23801141584181418,-0.3096446841601471
7148,3.3799777682878283,4.642578507016139,-0.3533037366283931,0.37229534469179915,14191585880.634188,38801485670.67372,1.3811814199976569,1.9244988405216206,-2.367113238618019,0.37438087649976615
7149,2.2718712811540502,3.911212447237003,-0.6639490911712806,-0.7482540593698093,23790637815.402313,20710689266.370262,0.46179029941054306,0.8370865274232613,-2.338948410675273,-1.1050987834954664
7150,2.8577558766724747,1.0452920799492926,0.967811772622869,-0.4104166223060193,31222120274.69736,14810218653.264534,2.8577558766724747,1.0452920799492926,0.9678117726228638,-0.4104166223060167
7151,0.9186539636221264,0.5482282642265773,-0.04939095341790689,0.42990235443890934,45417260532.602905,44142243493.80741,0.9186539636221264,0.5482282642265773,-0.049390953418007505,0.4299023544397698
7152,3.6322335064656226,0.04539105787882858,0.6889001364682403,-0.09500186906411545,24822559645.05567,38494841965.97247,3.6322335064656226,0.04539105787882858,0.6889001364682403,-0.09500186906411547
